Home Team,Away Team,league_x,pred_x,HT_results,AT_results,Home Team points bm,Away Team points bm,difference of points bm,Home Team playing winning ,Away Team playing winning ,Home Team total goals scored bm,Away Team total goals scored bm,Home Team total goals conceeded bm,Away Team total goals conceeded bm,Home Team difference of goals bm,Away Team difference of goals bm,Home Team mean rating bm,Away Team mean rating bm,Home Team possession bm,Away Team possession bm,Home Team total shots bm,Away Team total shots bm,Home Team accuracy shots bm,Away Team accuracy shots bm,Home Team blocked shots by defense bm,Away Team blocked shots by defense bm,Home Team blocked shots by goalkeeper bm,Away Team blocked shots by goalkeeper bm,Home Team defense srength,Away Team defense strength,Home Team goals may be scored,Away Team goals may be scored,Home Team defeat proba,Home Team null proba,Home Team winning proba,Away Team defeat proba,Away Team null proba,Away Team winning proba,playing winning  diff,total goals scored bm diff,total goals conceeded bm diff,difference of goals bm diff,mean rating bm diff,possession bm diff,total shots bm diff,accuracy shots bm diff,blocked shots by defense bm diff,blocked shots by goalkeeper bm diff,defense srength diff,goals may be scored diff,pred_y
CRYSTAL PALACE,BRIGHTON,english,"[0.3421283382879797, 0.24298700001732035, 0.41488466169469995]","['win', 'lose', 'draw', 'win']","['lose', 'lose', 'draw', 'draw']",6,3,3,1,1,5,8,7,10,-2,10,5.2125,5.775,31.75,55.125,6.375,13.25,0.15089285714285713,0.29234654234654234,0.4669642857142857,0.3309052059052059,0.5354166666666667,0.21666666666666667,21.25,13.28125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,12,0.5625,23.375,6.875,0.1414536852036852,-0.13605907980907983,-0.31875,-7.96875,0,"[0.3421283382879797, 0.24298700001732035, 0.41488466169469995]"
TOTTENHAM,WEST HAM,english,"[0.5924936919219684, 0.21242754678289627, 0.19507876129513527]","['lose', 'draw', 'draw', 'win']","['lose', 'win', 'draw', 'win']",7,6,1,0,1,12,8,5,4,7,1,7.975,7.7,59.75,36.625,19.0,14.375,0.4650307422046553,0.3827380952380952,0.2947408871321915,0.22678571428571426,0.4330357142857143,0.7916666666666667,11.6484375,21.4296875,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,-4,-1,-6,-0.27499999999999947,-23.125,-4.625,-0.08229264696656008,-0.06795517284647723,0.35863095238095244,9.78125,1,"[0.5924936919219684, 0.21242754678289627, 0.19507876129513527]"
LEICESTER CITY,ASTON VILLA,english,"[0.4306963149870273, 0.292706963975503, 0.2765967210374696]","['win', 'lose', 'lose', 'win']","['win', 'win', 'lose', 'lose']",9,9,0,1,1,12,11,7,4,5,6,6.5125,7.699999999999999,57.875,37.125,7.125,15.625,0.4958791208791209,0.4690656565656566,0.3324175824175824,0.21464646464646464,0.6,0.8472222222222222,15.859375,23.1875,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-3,1,1.1874999999999991,-20.75,8.5,-0.02681346431346432,-0.11777111777111776,0.24722222222222223,7.328125,1,"[0.4306963149870273, 0.292706963975503, 0.2765967210374696]"
WEST BROM,BURNLEY,english,"[0.45960406311638413, 0.2569056052543835, 0.2834903316292323]","['lose', 'draw', 'draw', 'lose']","['lose', 'lose', 'lose', 'lose']",1,0,1,0,0,5,3,13,9,-8,11,6.775,5.0875,41.25,48.125,8.0,9.25,0.4857142857142857,0.3089037698412698,0.40436507936507937,0.3294890873015873,0.7464285714285714,0.3488095238095238,16.09375,24.0234375,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,-4,19,-1.6875,6.875,1.25,-0.17681051587301588,-0.07487599206349205,-0.39761904761904765,7.9296875,-1,"[0.45960406311638413, 0.2569056052543835, 0.2834903316292323]"
LEEDS UTD,WOLVES,english,"[0.46964105514652993, 0.24308437905184824, 0.28727456580162186]","['win', 'draw', 'lose', 'lose']","['lose', 'win', 'draw', 'win']",7,6,1,1,1,9,4,8,7,1,3,7.05,5.95,54.75,49.25,12.25,12.375,0.5740196078431372,0.2819805194805195,0.2232843137254902,0.4006493506493506,0.6041666666666666,0.8154761904761905,18.59375,17.609375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-5,-1,2,-1.0999999999999996,-5.5,0.125,-0.2920390883626177,0.17736503692386038,0.21130952380952384,-0.984375,0,"[0.46964105514652993, 0.24308437905184824, 0.28727456580162186]"
ASTON VILLA,LEEDS UTD,english,"[0.4499270400310452, 0.3182297385594994, 0.23184322140945537]","['win', 'win', 'lose', 'lose', 'lose']","['win', 'draw', 'lose', 'lose', 'draw']",12,7,5,2,1,12,9,4,9,8,1,7.199999999999999,6.574999999999999,43.5625,61.375,12.8125,12.625,0.4345328282828283,0.36393288084464553,0.1573232323232323,0.26548831070889894,0.9236111111111112,0.6354166666666666,17.33984375,12.546875,0,0,0.36936936936936937,0.1206896551724138,0.2882882882882883,0.3448275862068966,0.34234234234234234,0.5344827586206896,-1,-3,5,-7,-0.625,17.8125,-0.1875,-0.07059994743818276,0.10816507838566664,-0.28819444444444453,-4.79296875,0,"[0.4499270400310452, 0.3182297385594994, 0.23184322140945537]"
WEST HAM,MAN CITY,english,"[0.4164289323011564, 0.28492988980756584, 0.2986411778912778]","['lose', 'win', 'draw', 'win', 'win']","['win', 'lose', 'win', 'draw', 'win']",7,10,-3,1,1,11,9,7,7,4,5,7.050000000000001,6.35625,42.8125,58.875,13.6875,16.875,0.34521520146520146,0.3133771798853321,0.3057005494505495,0.2968973960821787,0.6458333333333334,0.8125,14.912109375,14.3984375,0,0,0.3411764705882353,0.2375,0.4588235294117647,0.5125,0.2,0.25,0,-2,0,1,-0.6937500000000005,16.0625,3.1875,-0.03183802157986937,-0.008803153368370786,0.16666666666666663,-0.513671875,0,"[0.4164289323011564, 0.28492988980756584, 0.2986411778912778]"
FULHAM,CRYSTAL PALACE,english,"[0.3416252327130664, 0.30331104897094674, 0.3550637183159869]","['lose', 'lose', 'lose', 'win', 'lose']","['win', 'lose', 'draw', 'win', 'lose']",1,7,-6,0,1,4,6,12,8,-8,14,5.725,5.706250000000001,56.8125,32.875,13.1875,3.6875,0.3252232142857143,0.5754464285714286,0.2654761904761905,0.23348214285714286,0.7247023809523809,0.6010416666666667,18.69140625,23.125,0,0,0.47701149425287354,0.24324324324324326,0.25862068965517243,0.35135135135135137,0.26436781609195403,0.40540540540540543,1,2,-4,22,-0.018749999999998934,-23.9375,-9.5,0.25022321428571426,-0.031994047619047616,-0.12366071428571423,4.43359375,0,"[0.3416252327130664, 0.30331104897094674, 0.3550637183159869]"
MAN UTD,CHELSEA,english,"[0.5180904846765063, 0.2435233921611641, 0.2383861231623296]","['lose', 'lose', 'draw', 'lose', 'win']","['lose', 'win', 'draw', 'win', 'draw']",9,8,1,0,1,10,13,12,9,-2,15,6.512499999999999,6.96875,55.9375,59.1875,18.0,13.4375,0.4519311570782159,0.4410762032085561,0.2987475759534583,0.2627339572192513,0.5375,0.3333333333333333,20.01171875,29.0,1,1,0.40625,0.10714285714285714,0.3958333333333333,0.4642857142857143,0.19791666666666666,0.42857142857142855,1,3,-3,17,0.4562500000000007,3.25,-4.5625,-0.01085495386965979,-0.036013618734207,-0.20416666666666666,8.98828125,0,"[0.5180904846765063, 0.2435233921611641, 0.2383861231623296]"
LIVERPOOL,SHEFFIELD UTD,english,"[0.8600671913212881, 0.07737017562290487, 0.0625626330558071]","['win', 'win', 'win', 'win', 'win']","['lose', 'lose', 'draw', 'lose', 'lose']",10,1,9,2,0,13,2,13,7,0,2,6.0625,5.95,61.3125,38.9375,19.625,9.0625,0.4101731601731602,0.4485615079365079,0.3087121212121212,0.20749007936507935,0.5367424242424242,0.7402777777777778,16.140625,18.3828125,0,0,0.15097402597402598,0.20855614973262032,0.6590909090909091,0.22994652406417113,0.18993506493506493,0.5614973262032086,-2,-11,-6,2,-0.11249999999999982,-22.375,-10.5625,0.03838834776334771,-0.10122204184704187,0.20353535353535357,2.2421875,0,"[0.8600671913212881, 0.07737017562290487, 0.0625626330558071]"
SOUTHAMPTON,EVERTON,english,"[0.43221121461162704, 0.26653570475762306, 0.30125308063074985]","['lose', 'win', 'win', 'win', 'lose']","['win', 'win', 'draw', 'lose', 'lose']",7,13,-6,1,2,8,14,9,7,-1,15,6.73125,7.5375,52.4375,54.125,11.8125,13.5,0.45635683760683765,0.5109402852049911,0.16202686202686203,0.20873440285204992,0.6270833333333333,0.6458333333333333,18.75,20.28125,0,1,0.3548387096774194,0.22077922077922077,0.4731182795698925,0.4935064935064935,0.17204301075268819,0.2857142857142857,1,6,-2,16,0.8062499999999995,1.6875,1.6875,0.05458344759815348,0.04670754082518788,0.018749999999999933,1.53125,1,"[0.43221121461162704, 0.26653570475762306, 0.30125308063074985]"
WOLVES,NEWCASTLE,english,"[0.5549386047376926, 0.2759951356547752, 0.16906625960753222]","['lose', 'win', 'draw', 'win', 'draw']","['lose', 'win', 'lose', 'win', 'lose']",9,7,2,1,1,5,7,7,9,-2,9,6.375,5.40625,40.625,39.8125,9.6875,8.0625,0.355275974025974,0.4398809523809524,0.41461038961038954,0.20476190476190476,0.9077380952380952,0.7321428571428572,17.5234375,24.0234375,0,0,0.42857142857142855,0.24161073825503357,0.4642857142857143,0.3221476510067114,0.10714285714285714,0.436241610738255,0,2,2,11,-0.96875,-0.8125,-1.625,0.08460497835497838,-0.20984848484848478,-0.17559523809523803,6.5,0,"[0.5549386047376926, 0.2759951356547752, 0.16906625960753222]"
ARSENAL,LEICESTER CITY,english,"[0.3807848049110215, 0.30260401201725246, 0.31661118307172603]","['win', 'win', 'lose', 'lose', 'lose']","['win', 'lose', 'lose', 'win', 'lose']",9,9,0,2,2,8,12,6,8,2,10,6.356249999999999,6.30625,48.375,53.9375,8.75,9.0625,0.4940788378288378,0.47521228771228774,0.2192390942390942,0.34802697302697305,0.7072916666666667,0.675,12.94921875,19.1796875,0,0,0.36936936936936937,0.2727272727272727,0.2882882882882883,0.3305785123966942,0.34234234234234234,0.39669421487603307,0,4,2,8,-0.049999999999998934,5.5625,0.3125,-0.018866550116550085,0.12878787878787884,-0.03229166666666661,6.23046875,0,"[0.3807848049110215, 0.30260401201725246, 0.31661118307172603]"
BRIGHTON,WEST BROM,english,"[0.4005070301335992, 0.2658611845274969, 0.333631785338904]","['lose', 'lose', 'draw', 'draw', 'draw']","['lose', 'draw', 'draw', 'lose', 'win']",4,2,2,0,0,9,5,11,13,-2,7,5.987500000000001,6.5875,60.5625,49.125,16.625,10.5,0.22117327117327118,0.4736263736263736,0.36545260295260296,0.2791056166056166,0.10833333333333334,0.8732142857142857,18.0625,21.046875,0,1,0.5254237288135594,0.25,0.22033898305084745,0.29545454545454547,0.2542372881355932,0.45454545454545453,0,-4,2,9,0.5999999999999996,-11.4375,-6.125,0.25245310245310243,-0.08634698634698634,0.7648809523809523,2.984375,1,"[0.4005070301335992, 0.2658611845274969, 0.333631785338904]"
BURNLEY,TOTTENHAM,english,"[0.17384695477698803, 0.2392364799610021, 0.58691656526201]","['lose', 'lose', 'lose', 'lose', 'win']","['lose', 'draw', 'draw', 'win', 'win']",1,8,-7,0,2,3,15,9,8,-6,21,5.49375,7.3375,45.5625,55.375,9.125,15.0,0.3766741071428571,0.5052426438296004,0.22030009920634921,0.1928249890206412,0.674404761904762,0.34151785714285715,21.0234375,16.82421875,0,0,0.5202312138728323,0.2542372881355932,0.2138728323699422,0.4745762711864407,0.2658959537572254,0.2711864406779661,2,12,-1,27,1.84375,9.8125,5.875,0.12856853668674328,-0.027475110185708,-0.3328869047619048,-4.19921875,0,"[0.17384695477698803, 0.2392364799610021, 0.58691656526201]"
WOLVES,CRYSTAL PALACE,english,"[0.549417332968643, 0.27904667653951465, 0.17153599049184226]","['lose', 'win', 'draw', 'win', 'draw', 'lose']","['win', 'lose', 'draw', 'win', 'lose', 'draw']",10,10,0,1,2,6,8,8,9,-2,10,6.4375,6.503125000000001,51.8125,33.4375,12.84375,8.84375,0.271387987012987,0.6448660714285714,0.36355519480519477,0.15245535714285713,0.7038690476190477,0.6338541666666666,13.01171875,13.2978515625,0,0,0.3561643835616438,0.23728813559322035,0.3698630136986301,0.2711864406779661,0.273972602739726,0.4915254237288136,1,2,1,12,0.06562500000000071,-18.375,-4.0,0.37347808441558444,-0.21109983766233764,-0.07001488095238106,0.2861328125,0,"[0.549417332968643, 0.27904667653951465, 0.17153599049184226]"
SHEFFIELD UTD,MAN CITY,english,"[0.1600125586641039, 0.21517033744861963, 0.6248171038872764]","['lose', 'lose', 'draw', 'lose', 'lose', 'lose']","['win', 'lose', 'win', 'draw', 'win', 'win']",1,11,-10,0,1,3,10,9,8,-6,16,5.825,6.628125000000001,38.46875,64.4375,11.03125,15.4375,0.30120383089133085,0.40668858994266605,0.25759119352869353,0.18416298375537504,0.6701388888888888,0.65625,24.66015625,15.85302734375,0,0,0.5242718446601942,0.2,0.22815533980582525,0.4588235294117647,0.24757281553398058,0.3411764705882353,1,7,-1,22,0.8031250000000005,25.96875,4.40625,0.1054847590513352,-0.07342820977331849,-0.01388888888888884,-8.80712890625,0,"[0.1600125586641039, 0.21517033744861963, 0.6248171038872764]"
BURNLEY,CHELSEA,english,"[0.22324197616864436, 0.26303583581563605, 0.5137221880157196]","['lose', 'lose', 'lose', 'lose', 'win', 'draw']","['lose', 'win', 'draw', 'win', 'draw', 'win']",1,9,-8,0,1,3,13,10,9,-7,20,5.696875,6.684375,41.78125,54.59375,11.0625,9.71875,0.3421832074175824,0.3038714349376114,0.26399620344932845,0.38136697860962565,0.6705357142857142,0.6666666666666666,21.26171875,16.8779296875,0,0,0.4489795918367347,0.28125,0.2653061224489796,0.4375,0.2857142857142857,0.28125,1,10,-1,27,0.9874999999999998,12.8125,-1.34375,-0.03831177247997103,0.1173707751602972,-0.0038690476190476053,-4.3837890625,0,"[0.22324197616864436, 0.26303583581563605, 0.5137221880157196]"
LIVERPOOL,WEST HAM,english,"[0.8622113796920464, 0.0665772013016474, 0.07121141900630613]","['win', 'win', 'win', 'win', 'win', 'win']","['lose', 'win', 'draw', 'win', 'win', 'lose']",13,8,5,3,1,15,12,14,8,1,11,6.23125,6.425000000000001,61.65625,36.40625,18.3125,9.84375,0.3521454036159919,0.33927426739926736,0.30141488413547235,0.23618360805860805,0.5183712121212121,0.7514880952380952,20.8203125,18.2060546875,0,0,0.15097402597402598,0.3132530120481928,0.6590909090909091,0.46987951807228917,0.18993506493506493,0.21686746987951808,-2,-3,-6,10,0.19375000000000053,-25.25,-8.46875,-0.012871136216724532,-0.0652312760768643,0.23311688311688317,-2.6142578125,0,"[0.8622113796920464, 0.0665772013016474, 0.07121141900630613]"
ASTON VILLA,SOUTHAMPTON,english,"[0.28308667960566936, 0.3033974285523453, 0.4135158918419853]","['win', 'win', 'lose', 'lose', 'lose', 'win']","['lose', 'win', 'win', 'win', 'lose', 'win']",12,10,2,2,1,12,10,7,9,5,5,5.949999999999999,7.215625,41.78125,53.21875,12.40625,11.90625,0.3839330808080808,0.4781784188034188,0.20366161616161615,0.12268009768009769,0.7951388888888888,0.8135416666666666,18.169921875,15.125,0,0,0.48717948717948717,0.2513089005235602,0.3162393162393162,0.4816753926701571,0.19658119658119658,0.2670157068062827,-1,-2,2,0,1.2656250000000009,11.4375,-0.5,0.09424533799533802,-0.08098151848151847,0.018402777777777768,-3.044921875,0,"[0.28308667960566936, 0.3033974285523453, 0.4135158918419853]"
NEWCASTLE,EVERTON,english,"[0.35248782290626957, 0.29174349881125006, 0.3557686782824803]","['lose', 'win', 'lose', 'win', 'lose', 'win']","['win', 'win', 'draw', 'lose', 'lose', 'win']",8,13,-5,1,2,8,14,10,9,-2,16,5.953125,6.51875,38.40625,50.0625,6.53125,9.75,0.4199404761904762,0.4221368092691622,0.4023809523809524,0.35436720142602496,0.6994047619047619,0.65625,14.005859375,13.5625,0,0,0.40476190476190477,0.2604166666666667,0.3492063492063492,0.2916666666666667,0.24603174603174602,0.4479166666666667,1,6,-1,18,0.5656249999999998,11.65625,3.21875,0.002196333078685997,-0.04801375095492744,-0.04315476190476186,-0.443359375,0,"[0.35248782290626957, 0.29174349881125006, 0.3557686782824803]"
MAN UTD,ARSENAL,english,"[0.4901728965022799, 0.24430404682421805, 0.26552305667350196]","['lose', 'lose', 'draw', 'lose', 'win', 'draw']","['win', 'win', 'lose', 'lose', 'lose', 'lose']",10,9,1,0,1,10,8,12,7,-2,10,6.65625,6.2281249999999995,52.96875,52.6875,16.0,10.375,0.36882272139625083,0.41370608558108557,0.3279452165481577,0.27628621378621376,0.76875,0.6036458333333333,17.755859375,10.474609375,0,0,0.34615384615384615,0.21468926553672316,0.3269230769230769,0.23163841807909605,0.3269230769230769,0.5536723163841808,1,-2,-5,12,-0.42812500000000053,-0.28125,-5.625,0.04488336418483474,-0.05165900276194396,-0.16510416666666672,-7.28125,0,"[0.4901728965022799, 0.24430404682421805, 0.26552305667350196]"
TOTTENHAM,BRIGHTON,english,"[0.8259262157468299, 0.11517165341109047, 0.0589021308420797]","['lose', 'draw', 'draw', 'win', 'win', 'win']","['lose', 'lose', 'draw', 'draw', 'draw', 'lose']",11,5,6,0,1,16,10,8,12,8,2,7.06875,6.09375,58.6875,55.28125,12.0,10.8125,0.4192879885814669,0.41058663558663555,0.31863471673254284,0.2827263014763015,0.6707589285714286,0.38749999999999996,20.130859375,19.78125,1,0,0.2222222222222222,0.3114754098360656,0.5444444444444444,0.26229508196721313,0.23333333333333334,0.4262295081967213,1,-6,4,-6,-0.9749999999999996,-3.40625,-1.1875,-0.008701352994831324,-0.03590841525624133,-0.28325892857142865,-0.349609375,-1,"[0.8259262157468299, 0.11517165341109047, 0.0589021308420797]"
FULHAM,WEST BROM,english,"[0.3834475551552602, 0.25937346290413643, 0.3571789819406033]","['lose', 'lose', 'lose', 'win', 'lose', 'draw']","['lose', 'draw', 'draw', 'lose', 'win', 'lose']",1,3,-2,0,0,5,6,14,14,-9,15,5.4625,6.643750000000001,61.40625,49.5625,14.59375,9.75,0.25636160714285716,0.4034798534798535,0.2577380952380952,0.19510836385836386,0.7623511904761905,0.7699404761904762,14.595703125,18.390625,0,0,0.5,0.2545454545454545,0.22,0.2727272727272727,0.28,0.4727272727272727,0,1,0,24,1.1812500000000004,-11.84375,-4.84375,0.14711824633699633,-0.06262973137973135,0.007589285714285743,3.794921875,0,"[0.3834475551552602, 0.25937346290413643, 0.3571789819406033]"
LEEDS UTD,LEICESTER CITY,english,"[0.4612713499080425, 0.20786899108812537, 0.3308596590038321]","['win', 'draw', 'lose', 'lose', 'draw', 'lose']","['win', 'lose', 'lose', 'win', 'lose', 'win']",10,12,-2,1,3,12,13,9,8,3,10,7.5375,6.453125,60.6875,48.46875,19.8125,7.53125,0.3486331070889894,0.4042728105228105,0.22533674794704206,0.25734681984681984,0.8177083333333333,0.8375,15.3349609375,13.9873046875,0,0,0.4574468085106383,0.23484848484848486,0.22340425531914893,0.29545454545454547,0.3191489361702128,0.4696969696969697,2,1,-1,7,-1.0843749999999996,-12.21875,-12.28125,0.055639703433821075,0.03201007189977778,0.019791666666666763,-1.34765625,0,"[0.4612713499080425, 0.20786899108812537, 0.3308596590038321]"
BRIGHTON,BURNLEY,english,"[0.536379079656848, 0.24241077331082042, 0.22121014703233158]","['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw']","['lose', 'lose', 'lose', 'lose', 'win', 'draw', 'win']",5,1,4,0,0,11,3,14,13,-3,6,5.846875,5.198437500000001,55.640625,38.890625,8.40625,8.03125,0.37195998445998446,0.1710916037087912,0.3080298174048174,0.23199810172466423,0.3604166666666666,0.6686011904761904,15.15771484375,16.880859375,0,0,0.43243243243243246,0.32894736842105265,0.2972972972972973,0.27631578947368424,0.2702702702702703,0.39473684210526316,0,-8,-1,9,-0.6484374999999991,-16.75,-0.375,-0.20086838075119326,-0.07603171568015316,0.30818452380952377,1.72314453125,0,"[0.536379079656848, 0.24241077331082042, 0.22121014703233158]"
SOUTHAMPTON,NEWCASTLE,english,"[0.5060338454179307, 0.29774986069782006, 0.19621629388424922]","['lose', 'win', 'win', 'win', 'lose', 'win', 'lose']","['lose', 'win', 'lose', 'win', 'lose', 'win', 'draw']",13,11,2,2,1,14,10,12,11,2,8,6.8578125,6.2265625,48.609375,37.703125,10.453125,8.765625,0.4613114316239316,0.39178841991341995,0.1168956043956044,0.383008658008658,0.7567708333333333,0.7247023809523809,19.91748046875,14.2529296875,0,0,0.3228346456692913,0.2976190476190476,0.3700787401574803,0.32142857142857145,0.30708661417322836,0.38095238095238093,-1,-4,-1,6,-0.6312499999999996,-10.90625,-1.6875,-0.06952301171051167,0.2661130536130536,-0.03206845238095235,-5.66455078125,0,"[0.5060338454179307, 0.29774986069782006, 0.19621629388424922]"
EVERTON,MAN UTD,english,"[0.564830722629815, 0.2930982868212651, 0.14207099054891983]","['win', 'win', 'draw', 'lose', 'lose', 'win', 'win']","['lose', 'lose', 'draw', 'lose', 'win', 'draw', 'win']",13,10,3,2,3,15,10,11,13,4,6,6.159375,6.128125,56.53125,52.984375,12.375,12.0,0.3444017379679144,0.3094113606981254,0.34385026737967916,0.3514726082740789,0.578125,0.634375,12.37646484375,16.3779296875,0,0,0.3055555555555556,0.2127659574468085,0.4305555555555556,0.44680851063829785,0.2638888888888889,0.3404255319148936,1,-5,2,2,-0.03125,-3.546875,-0.375,-0.034990377269788986,0.007622340894399726,0.05625000000000002,4.00146484375,0,"[0.564830722629815, 0.2930982868212651, 0.14207099054891983]"
CRYSTAL PALACE,LEEDS UTD,english,"[0.24450145808525361, 0.25015310912805444, 0.505345432786692]","['win', 'lose', 'draw', 'win', 'lose', 'draw', 'lose']","['win', 'draw', 'lose', 'lose', 'draw', 'lose', 'win']",10,10,0,1,2,8,13,11,13,-3,16,6.0515625,6.26875,44.21875,63.84375,9.921875,15.40625,0.41334212662337666,0.35613473536267654,0.34895495129870124,0.20357746488261194,0.6169270833333333,0.6588541666666666,11.8779296875,14.16748046875,0,0,0.4625,0.19791666666666666,0.2375,0.3958333333333333,0.3,0.40625,1,5,2,19,0.21718749999999964,19.625,5.484375,-0.057207391260700124,-0.1453774864160893,0.04192708333333328,2.28955078125,0,"[0.24450145808525361, 0.25015310912805444, 0.505345432786692]"
CHELSEA,SHEFFIELD UTD,english,"[0.775589654084833, 0.15899569636584762, 0.06541464954931932]","['lose', 'win', 'draw', 'win', 'draw', 'win', 'win']","['lose', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose']",12,1,11,1,0,16,3,9,10,7,-4,7.3421875,5.6625,59.296875,36.734375,11.859375,7.015625,0.47336428889737714,0.3172685821123321,0.3335406321619557,0.29546226343101345,0.3333333333333333,0.7725694444444444,15.1904296875,20.580078125,0,0,0.2558139534883721,0.21808510638297873,0.5116279069767442,0.26595744680851063,0.23255813953488372,0.5159574468085106,-1,-13,1,-11,-1.6796875,-22.5625,-4.84375,-0.15609570678504503,-0.038078368730942225,0.4392361111111111,5.3896484375,0,"[0.775589654084833, 0.15899569636584762, 0.06541464954931932]"
WEST HAM,FULHAM,english,"[0.523687839156959, 0.30583138859543985, 0.17048077224760114]","['lose', 'win', 'draw', 'win', 'win', 'lose', 'draw']","['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'draw']",8,4,4,1,0,13,7,10,14,3,4,5.9625,6.38125,32.203125,53.203125,6.921875,13.796875,0.5446371336996336,0.35895003434065936,0.24309180402930403,0.28271520146520146,0.6757440476190476,0.8811755952380953,20.205078125,14.5478515625,0,0,0.3508771929824561,0.21621621621621623,0.40350877192982454,0.3108108108108108,0.24561403508771928,0.47297297297297297,-1,-6,4,1,0.4187499999999993,21.0,6.875,-0.18568709935897426,0.039623397435897434,0.2054315476190477,-5.6572265625,0,"[0.523687839156959, 0.30583138859543985, 0.17048077224760114]"
WEST BROM,TOTTENHAM,english,"[0.3248836851652026, 0.27545405562901687, 0.39966225920578047]","['lose', 'draw', 'draw', 'lose', 'win', 'lose', 'lose']","['lose', 'draw', 'draw', 'win', 'win', 'win', 'lose']",3,14,-11,0,3,6,18,16,9,-10,28,6.2718750000000005,6.834375,52.28125,51.34375,9.875,10.5,0.25173992673992673,0.37631066095740007,0.3475541819291819,0.15931735836627142,0.7183035714285715,0.5853794642857143,16.02392578125,18.3154296875,0,0,0.42857142857142855,0.36363636363636365,0.336734693877551,0.3522727272727273,0.23469387755102042,0.2840909090909091,3,12,-7,38,0.5624999999999991,-0.9375,0.625,0.12457073421747333,-0.1882368235629105,-0.13292410714285718,2.29150390625,0,"[0.3248836851652026, 0.27545405562901687, 0.39966225920578047]"
