Home Team,Away Team,league_x,pred_x,HT_results,AT_results,Home Team points bm,Away Team points bm,difference of points bm,Home Team playing winning ,Away Team playing winning ,Home Team total goals scored bm,Away Team total goals scored bm,Home Team total goals conceeded bm,Away Team total goals conceeded bm,Home Team difference of goals bm,Away Team difference of goals bm,Home Team mean rating bm,Away Team mean rating bm,Home Team possession bm,Away Team possession bm,Home Team total shots bm,Away Team total shots bm,Home Team accuracy shots bm,Away Team accuracy shots bm,Home Team blocked shots by defense bm,Away Team blocked shots by defense bm,Home Team blocked shots by goalkeeper bm,Away Team blocked shots by goalkeeper bm,Home Team defense srength,Away Team defense strength,Home Team goals may be scored,Away Team goals may be scored,Home Team defeat proba,Home Team null proba,Home Team winning proba,Away Team defeat proba,Away Team null proba,Away Team winning proba,playing winning  diff,total goals scored bm diff,total goals conceeded bm diff,difference of goals bm diff,mean rating bm diff,possession bm diff,total shots bm diff,accuracy shots bm diff,blocked shots by defense bm diff,blocked shots by goalkeeper bm diff,defense srength diff,goals may be scored diff,pred_y
MAN CITY,BRIGHTON,english,"[0.6957045446703655, 0.18235690027695262, 0.12193855505268195]","['win', 'lose', 'win', 'draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'win', 'lose', 'win']","['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'win']",35,14,21,5,2,29,21,14,28,15,6,7.775160217285157,6.257174682617188,57.804412841796875,54.31703186035156,16.279998779296875,13.333404541015625,0.38984712859049375,0.2697714027708631,0.25417188951425834,0.42847348633112026,0.5913035074869791,0.44224650065104165,13.438327318057418,15.25442649051547,0,0,0.40476190476190477,0.32894736842105265,0.3492063492063492,0.27631578947368424,0.24603174603174602,0.39473684210526316,-3,-8,14,-9,-1.517985534667969,-3.4873809814453125,-2.94659423828125,-0.12007572581963066,0.17430159681686191,-0.14905700683593748,1.8160991724580526,0,"[0.6957045446703655, 0.18235690027695262, 0.12193855505268195]"
ARSENAL,CRYSTAL PALACE,english,"[0.44757792115829875, 0.29924622382063043, 0.2531758550210709]","['win', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'win', 'draw', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'lose']","['win', 'lose', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'lose', 'lose']",23,22,1,3,3,20,22,19,29,1,21,7.620472717285156,6.357960510253907,55.164886474609375,43.034393310546875,16.67547607421875,8.173751831054688,0.44388924216652487,0.3978312051683939,0.16170035815421557,0.20700477204612336,0.8701515197753906,0.8019929068429129,18.22167365066707,20.920613788068295,0,0,0.45217391304347826,0.2465753424657534,0.30434782608695654,0.4657534246575342,0.24347826086956523,0.2876712328767123,0,2,10,20,-1.2625122070312491,-12.1304931640625,-8.501724243164062,-0.04605803699813099,0.045304413891907785,-0.06815861293247771,2.698940137401223,0,"[0.44757792115829875, 0.29924622382063043, 0.2531758550210709]"
WEST HAM,WEST BROM,english,"[0.6918331895830346, 0.17393527389398428, 0.1342315365229812]","['lose', 'win', 'draw', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose']","['lose', 'draw', 'draw', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'lose', 'win', 'draw']",26,8,18,3,0,24,11,21,39,3,8,6.78902587890625,4.7154998779296875,40.56074523925781,32.366485595703125,10.301681518554688,5.7186279296875,0.3747029297645913,0.4299590181124533,0.18593647109633504,0.23128984995565735,0.8879831949869792,0.5275615873790922,19.591003600507975,21.443347301334143,0,0,0.4,0.26666666666666666,0.38,0.36666666666666664,0.22,0.36666666666666664,-3,-13,18,5,-2.073526000976562,-8.194259643554688,-4.5830535888671875,0.055256088347862,0.04535337885932231,-0.360421607607887,1.852343700826168,0,"[0.6918331895830346, 0.17393527389398428, 0.1342315365229812]"
LEICESTER CITY,CHELSEA,english,"[0.5448711172739096, 0.22158401075713546, 0.23354487196895504]","['win', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'win']","['lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'win']",32,26,6,3,3,31,32,21,21,10,22,6.745240783691407,5.747697448730468,58.48509216308594,57.57841491699219,11.938247680664062,12.413925170898438,0.2659319696775536,0.2662631501128577,0.2176745488143265,0.39741293986949183,0.4170561961638622,0.48581659226190477,21.22503058426082,11.876654636114836,0,0,0.39090909090909093,0.2830188679245283,0.38181818181818183,0.32075471698113206,0.22727272727272727,0.39622641509433965,0,1,0,12,-0.9975433349609384,-0.90667724609375,0.475677490234375,0.00033118043530411256,0.17973839105516534,0.06876039609804258,-9.348375948145986,0,"[0.5448711172739096, 0.22158401075713546, 0.23354487196895504]"
FULHAM,MAN UTD,english,"[0.1493441846299534, 0.20924793004779935, 0.6414078853222471]","['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'draw', 'lose', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'lose']","['lose', 'lose', 'draw', 'lose', 'win', 'draw', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win', 'win', 'win', 'lose']",13,36,-23,1,7,15,34,25,24,-10,44,6.330157470703125,6.806179809570312,50.46015930175781,50.75779724121094,10.264450073242188,15.8427734375,0.31576348790742403,0.4211008655370764,0.25392057825529507,0.2408902605725206,0.7715636480422248,0.7187184651692708,26.476151233538985,17.090027038007975,0,0,0.5536723163841808,0.16666666666666666,0.23163841807909605,0.5637254901960784,0.21468926553672316,0.2696078431372549,6,19,-1,54,0.47602233886718714,0.297637939453125,5.5783233642578125,0.10533737762965234,-0.013030317682774462,-0.05284518287295392,-9.38612419553101,0,"[0.1493441846299534, 0.20924793004779935, 0.6414078853222471]"
LIVERPOOL,BURNLEY,english,"[0.7048526525263715, 0.1817968927789959, 0.11335045469463262]","['win', 'win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'draw']","['lose', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose']",33,17,16,7,1,37,10,21,22,16,-6,6.1684722900390625,5.9893539428710945,70.04084777832031,42.93739318847656,15.148101806640625,8.097686767578125,0.20613168370449508,0.44458594945178653,0.27138237800594905,0.05126202691605676,0.7707283713600852,0.7763690766834077,16.999011363834143,21.45230246707797,0,0,0.4489795918367347,0.30303030303030304,0.2653061224489796,0.3484848484848485,0.2857142857142857,0.3484848484848485,-6,-27,1,-22,-0.17911834716796804,-27.10345458984375,-7.0504150390625,0.23845426574729145,-0.2201203510898923,0.0056407053233225035,4.453291103243828,0,"[0.7048526525263715, 0.1817968927789959, 0.11335045469463262]"
LEEDS UTD,SOUTHAMPTON,english,"[0.4456895184309221, 0.2689108651280771, 0.28539961644100087]","['win', 'draw', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'draw']","['lose', 'win', 'win', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'draw']",23,29,-6,3,3,30,26,33,19,-3,29,6.606024169921875,6.630720520019532,64.96566772460938,45.54258728027344,16.146881103515625,7.2494659423828125,0.328533519645947,0.4310995379064837,0.2614435076082153,0.1353719969808837,0.7360693795340402,0.9597017076280382,12.872200372628868,20.998022727668285,0,0,0.39473684210526316,0.19672131147540983,0.42105263157894735,0.45901639344262296,0.18421052631578946,0.3442622950819672,0,-4,-14,32,0.02469635009765625,-19.423080444335938,-8.897415161132812,0.10256601826053668,-0.12607151062733157,0.22363232809399802,8.125822355039418,0,"[0.4456895184309221, 0.2689108651280771, 0.28539961644100087]"
ASTON VILLA,TOTTENHAM,english,"[0.3544268681608481, 0.2868713756482383, 0.3587017561909136]","['win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'lose', 'draw', 'lose', 'win', 'lose', 'draw', 'win', 'lose', 'draw']","['lose', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'lose', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win']",29,30,-1,4,4,31,30,18,16,13,17,6.180981445312501,6.657064819335937,47.08583068847656,42.338226318359375,15.090530395507812,15.57177734375,0.32520184914923367,0.38173497208284873,0.26831278662429725,0.18562071102068683,0.8330922444661459,0.8762049456179399,16.795013519003987,17.744400745257735,0,0,0.4915254237288136,0.2513089005235602,0.2711864406779661,0.4816753926701571,0.23728813559322035,0.2670157068062827,0,-1,-2,4,0.47608337402343626,-4.7476043701171875,0.4812469482421875,0.056533122933615065,-0.08269207560361042,0.043112701151794,0.9493872262537479,0,"[0.3544268681608481, 0.2868713756482383, 0.3587017561909136]"
WOLVES,WEST BROM,english,"[0.5549659250244817, 0.24363740781791893, 0.20139666715759927]","['lose', 'win', 'draw', 'win', 'draw', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win']","['lose', 'draw', 'draw', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'lose', 'win', 'draw', 'lose']",22,8,14,3,0,19,12,26,41,-7,19,6.281820678710938,5.207749938964843,50.11933898925781,36.68324279785156,11.930137634277344,5.85931396484375,0.32762182843130716,0.3816461757228933,0.24964686108027173,0.11564492497782868,0.3876230149042038,0.5971141270228795,12.563606622628868,19.647750900126994,0,0,0.4696969696969697,0.23076923076923078,0.29545454545454547,0.4423076923076923,0.23484848484848486,0.3269230769230769,-3,-7,15,26,-1.0740707397460945,-13.43609619140625,-6.070823669433594,0.05402434729158612,-0.13400193610244304,0.20949111211867566,7.084144277498126,0,"[0.5549659250244817, 0.24363740781791893, 0.20139666715759927]"
WEST HAM,BURNLEY,english,"[0.5338983150789212, 0.27713859873287583, 0.188963086188203]","['lose', 'win', 'draw', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose']","['lose', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'lose']",29,20,9,4,2,26,11,22,22,4,7,6.744512939453125,6.244676971435547,49.780372619628906,35.46869659423828,12.150840759277344,7.0488433837890625,0.4016371791680099,0.5556263080592265,0.20011109269102467,0.02563101345802838,0.6939915974934896,0.8881845383417039,19.795501800253987,23.874752840958536,0,0,0.40229885057471265,0.2980769230769231,0.3333333333333333,0.2692307692307692,0.26436781609195403,0.4326923076923077,-2,-15,0,3,-0.4998359680175781,-14.311676025390625,-5.101997375488281,0.15398912889121663,-0.1744800792329963,0.19419294084821426,4.079251040704548,0,"[0.5338983150789212, 0.27713859873287583, 0.188963086188203]"
LEEDS UTD,BRIGHTON,english,"[0.593058333576494, 0.23216094830323952, 0.17478071812026658]","['win', 'draw', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'draw', 'win']","['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'win', 'draw']",26,14,12,4,2,33,21,33,29,0,21,7.453012084960938,5.8285873413085945,55.98283386230469,44.65851593017578,13.573440551757812,9.166702270507812,0.4824485780047917,0.23488570138543155,0.13072175380410764,0.31423674316556016,0.8680346897670201,0.6377899169921875,13.186100186314434,13.484581829514354,0,0,0.3137254901960784,0.10714285714285714,0.4117647058823529,0.4642857142857143,0.27450980392156865,0.42857142857142855,-2,-12,-4,21,-1.6244247436523436,-11.324317932128906,-4.40673828125,-0.24756287661936013,0.18351498936145252,-0.23024477277483268,0.29848164319992065,0,"[0.593058333576494, 0.23216094830323952, 0.17478071812026658]"
FULHAM,CHELSEA,english,"[0.2639620037243499, 0.26080442620885025, 0.47523357006679984]","['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'draw', 'lose', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'lose']","['lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'win', 'lose']",13,26,-13,1,3,16,32,27,23,-11,43,6.165078735351562,5.673848724365234,44.230079650878906,60.789207458496094,11.132225036621094,10.706962585449219,0.3662150772870454,0.41090935283420665,0.25196028912764756,0.25426202549030147,0.6857818240211124,0.5762416294642857,23.238075616769493,15.431257646065205,0,0,0.58679706601467,0.24324324324324326,0.20048899755501223,0.35135135135135137,0.21271393643031786,0.40540540540540543,2,16,-4,54,-0.4912300109863281,16.559127807617188,-0.425262451171875,0.044694275547161266,0.0023017363626539056,-0.10954019455682673,-7.806817970704287,0,"[0.2639620037243499, 0.26080442620885025, 0.47523357006679984]"
LEICESTER CITY,SOUTHAMPTON,english,"[0.5421369102785397, 0.3025249831993901, 0.15533810652207022]","['win', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'win', 'lose']","['lose', 'win', 'win', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'win']",35,29,6,4,3,33,26,21,22,12,14,7.072620391845703,5.965360260009765,47.24254608154297,49.27129364013672,9.969123840332031,10.124732971191406,0.5079659848387768,0.40785746126093414,0.10883727440716325,0.14460907541351878,0.7085280980819311,0.7655651395283047,17.36251529213041,10.593050093157217,0,0,0.2283464566929134,0.325,0.48031496062992124,0.325,0.29133858267716534,0.35,-1,-7,1,2,-1.1072601318359379,2.02874755859375,0.155609130859375,-0.10010852357784261,0.03577180100635553,0.05703704144637367,-6.769465198973194,0,"[0.5421369102785397, 0.3025249831993901, 0.15533810652207022]"
SHEFFIELD UTD,TOTTENHAM,english,"[0.28253707618731144, 0.23980779258367632, 0.47765513122901226]","['lose', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'lose', 'lose', 'win', 'lose', 'win', 'lose']","['lose', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'lose', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'win']",5,33,-28,1,5,9,32,29,16,-20,52,6.013555908203125,6.978532409667968,59.66002655029297,46.66911315917969,12.190925598144531,12.285888671875,0.2841603834251566,0.357534152708091,0.40643063384491085,0.2594770221770101,0.7935521443684896,0.93810247280897,17.730153447017074,19.698753379750997,0,0,0.436241610738255,0.20114942528735633,0.3221476510067114,0.47701149425287354,0.24161073825503357,0.3218390804597701,4,23,-13,72,0.964976501464843,-12.990913391113281,0.09496307373046875,0.07337376928293443,-0.14695361166790077,0.14455032844048032,1.9685999327339232,0,"[0.28253707618731144, 0.23980779258367632, 0.47765513122901226]"
LIVERPOOL,MAN UTD,english,"[0.4846270816354947, 0.2932476427418724, 0.22212527562263276]","['win', 'win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'draw', 'win']","['lose', 'lose', 'draw', 'lose', 'win', 'draw', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win', 'win', 'win', 'lose', 'lose']",33,39,-6,7,8,37,36,22,25,15,21,6.034236145019531,6.853089904785156,71.02042388916016,56.37889862060547,21.074050903320312,15.42138671875,0.21417695296335865,0.3772170994352049,0.3393948927066782,0.25377846361959366,0.7603641856800426,0.7593592325846354,13.749505681917071,17.369037808384746,0,0,0.39473684210526316,0.2288135593220339,0.27631578947368424,0.3898305084745763,0.32894736842105265,0.3813559322033898,1,-1,3,6,0.8188537597656245,-14.641525268554688,-5.6526641845703125,0.16304014647184623,-0.08561642908708456,-0.0010049530954071573,3.619532126467675,0,"[0.4846270816354947, 0.2932476427418724, 0.22212527562263276]"
MAN CITY,CRYSTAL PALACE,english,"[0.6447611068659854, 0.22540503791030017, 0.12983385522371435]","['win', 'lose', 'win', 'draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose']","['win', 'lose', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'win']",38,23,15,6,3,30,22,14,29,16,6,7.387580108642578,6.478980255126953,61.40220642089844,38.01719665527344,16.139999389648438,10.086875915527344,0.3824235642952469,0.28224893591753025,0.3145859447571292,0.27016905268972835,0.7956517537434895,0.9009964534214565,13.969163659028709,16.805418412666768,0,0,0.436241610738255,0.2604166666666667,0.3221476510067114,0.2916666666666667,0.24161073825503357,0.4479166666666667,-3,-8,15,-10,-0.908599853515625,-23.385009765625,-6.053123474121094,-0.10017462837771662,-0.04441689206740085,0.105344699677967,2.836254753638059,0,"[0.6447611068659854, 0.22540503791030017, 0.12983385522371435]"
ARSENAL,NEWCASTLE,english,"[0.5546713451097053, 0.292236970641271, 0.15309168424902372]","['win', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'win', 'draw', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'lose', 'win']","['lose', 'win', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'draw', 'draw', 'win', 'lose', 'lose']",24,19,5,3,2,20,18,19,29,1,17,7.110236358642577,5.643958282470703,61.08244323730469,35.323585510253906,13.837738037109375,7.381233215332031,0.4037628029014443,0.3607416656626251,0.1717592699861987,0.20340967219629327,0.9350757598876953,0.6668007986886161,15.110836825333536,21.365076723508537,0,0,0.4050632911392405,0.2711864406779661,0.379746835443038,0.3050847457627119,0.21518987341772153,0.423728813559322,-1,-2,10,16,-1.4662780761718741,-25.75885772705078,-6.456504821777344,-0.043021137238819174,0.031650402210094575,-0.26827496119907923,6.254239898175001,0,"[0.5546713451097053, 0.292236970641271, 0.15309168424902372]"
ASTON VILLA,EVERTON,english,"[0.3821758993419843, 0.32079194233068464, 0.2970321583273311]","['win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'lose', 'draw', 'lose', 'win', 'lose', 'draw', 'win', 'lose', 'draw', 'lose']","['win', 'win', 'draw', 'lose', 'lose', 'win', 'win', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'lose', 'lose']",29,32,-3,4,6,31,29,20,24,11,18,5.64049072265625,6.328691101074218,48.04291534423828,48.17848205566406,11.545265197753906,6.43426513671875,0.22510092457461683,0.48290046082700677,0.4466563933121486,0.24521662945663406,0.5832127888997396,0.7117313203357515,16.397506759501994,16.031803311314434,0,0,0.4625,0.23232323232323232,0.2375,0.21212121212121213,0.3,0.5555555555555556,2,-2,4,7,0.6882003784179682,0.13556671142578125,-5.111000061035156,0.25779953625238994,-0.20143976385551457,0.12851853143601188,-0.36570344818755984,0,"[0.3821758993419843, 0.32079194233068464, 0.2970321583273311]"
NEWCASTLE,LEEDS UTD,english,"[0.21183583733494785, 0.2919947752528921, 0.49616938741215993]","['lose', 'win', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'draw', 'draw', 'win', 'lose', 'lose', 'win']","['win', 'draw', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'draw', 'win', 'win']",19,26,-7,3,4,18,33,32,34,-14,47,5.221979141235352,6.776506042480468,34.66179275512695,60.991416931152344,5.690616607666016,10.286720275878906,0.30537083283131256,0.3840814318595387,0.22670483609814662,0.20821801975919668,0.583400399344308,0.6840173448835101,13.902709206333384,13.343050093157217,0,0,0.47297297297297297,0.14772727272727273,0.22972972972972974,0.5113636363636364,0.2972972972972973,0.3409090909090909,1,15,2,61,1.5545269012451168,26.32962417602539,4.596103668212891,0.07871059902822614,-0.01848681633894994,0.10061694553920209,-0.559659113176167,0,"[0.21183583733494785, 0.2919947752528921, 0.49616938741215993]"
CRYSTAL PALACE,WEST HAM,english,"[0.33002583982903433, 0.29990294700337217, 0.3700712131675935]","['win', 'lose', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'lose']","['lose', 'win', 'draw', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win']",23,32,-9,3,4,22,27,33,22,-11,38,5.739490127563476,6.572256469726563,32.50859832763672,47.39018630981445,6.043437957763672,13.575420379638672,0.14112446795876513,0.3341519229173383,0.3850845263448642,0.266722213012179,0.6171648933773949,0.8469957987467448,15.992290914757177,24.397750900126994,0,0,0.3508771929824561,0.2972972972972973,0.41228070175438597,0.22972972972972974,0.23684210526315788,0.47297297297297297,1,5,-11,49,0.8327663421630866,14.881587982177734,7.531982421875,0.19302745495857318,-0.11836231333268515,0.2298309053693499,8.405459985369816,0,"[0.33002583982903433, 0.29990294700337217, 0.3700712131675935]"
SOUTHAMPTON,ARSENAL,english,"[0.3229277894336937, 0.3229022706434134, 0.3541699399228928]","['lose', 'win', 'win', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'win', 'lose']","['win', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'win', 'draw', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'lose', 'win', 'win']",29,27,2,5,4,26,23,24,19,2,21,5.732680130004883,7.555118179321289,50.63564682006836,63.541221618652344,9.062366485595703,16.918869018554688,0.39142873063046707,0.3518814014507221,0.07230453770675939,0.16087963499309935,0.6827825697641523,0.9675378799438477,17.340628823032603,13.305418412666768,0,0,0.4,0.2261904761904762,0.38,0.36904761904761907,0.22,0.40476190476190477,-1,-3,-5,19,1.822438049316406,12.905574798583984,7.856502532958984,-0.03954732917974496,0.08857509728633996,0.28475531017969535,-4.035210410365835,0,"[0.3229277894336937, 0.3229022706434134, 0.3541699399228928]"
WEST BROM,MAN CITY,english,"[0.12441914744747981, 0.1788044781059497, 0.6967763744465705]","['lose', 'draw', 'draw', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'lose', 'win', 'draw', 'lose', 'lose']","['win', 'lose', 'win', 'draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'win']",11,41,-30,1,5,15,34,43,14,-28,62,6.1538749694824215,7.89379005432129,34.34162139892578,67.20110321044922,8.929656982421875,14.569999694824219,0.39915642119478,0.4219810129168542,0.14115579582224766,0.34960066468625695,0.6318903968447731,0.39782587687174475,21.265901655657217,11.484581829514354,0,0,0.4787234042553192,0.24603174603174602,0.2872340425531915,0.3492063492063492,0.23404255319148937,0.40476190476190477,4,19,-29,90,1.7399150848388683,32.85948181152344,5.640342712402344,0.022824591722074183,0.2084448688640093,-0.23406451997302835,-9.781319826142862,0,"[0.12441914744747981, 0.1788044781059497, 0.6967763744465705]"
CHELSEA,WOLVES,english,"[0.5195678475925369, 0.24179699350290534, 0.2386351589045577]","['lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'win', 'lose', 'win']","['lose', 'win', 'draw', 'win', 'draw', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'lose']",29,22,7,4,3,33,21,23,29,10,11,6.336924362182617,5.690910339355469,65.39460372924805,59.059669494628906,15.85348129272461,17.465068817138672,0.34831181927424615,0.2942456968243492,0.31760720322134117,0.27699734358361416,0.7881208147321428,0.3938115074521019,19.059518904192373,16.031803311314434,0,0,0.4634146341463415,0.24161073825503357,0.2804878048780488,0.3221476510067114,0.25609756097560976,0.436241610738255,-1,-12,6,1,-0.6460140228271483,-6.334934234619141,1.6115875244140625,-0.05406612244989695,-0.04060985963772701,-0.3943093072800409,-3.0277155928779393,0,"[0.5195678475925369, 0.24179699350290534, 0.2386351589045577]"
BURNLEY,ASTON VILLA,english,"[0.2774350083149938, 0.23257744018142712, 0.48998755150357903]","['lose', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose']","['win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'lose', 'draw', 'lose', 'win', 'lose', 'draw', 'win', 'lose', 'draw', 'lose', 'win']",20,30,-10,3,5,11,31,23,20,-12,43,6.072338485717774,5.870245361328125,45.23434829711914,53.02145767211914,8.524421691894531,12.272632598876953,0.37781315402961324,0.18947353921038534,0.2628155067290142,0.37717435050222814,0.819092269170852,0.7916063944498698,24.448875450063497,15.948753379750997,0,0,0.5159574468085106,0.21518987341772153,0.26595744680851063,0.379746835443038,0.21808510638297873,0.4050632911392405,2,20,-3,55,-0.20209312438964844,7.787109375,3.748210906982422,-0.1883396148192279,0.11435884377321393,-0.027485874720982184,-8.5001220703125,0,"[0.2774350083149938, 0.23257744018142712, 0.48998755150357903]"
BRIGHTON,FULHAM,english,"[0.5662348607421165, 0.2583243613567422, 0.1754407779011413]","['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'win', 'draw', 'win']","['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'draw', 'lose', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose']",17,13,4,0,1,22,16,29,28,-7,23,6.264293670654297,5.932539367675782,39.32925796508789,37.11503982543945,8.083351135253906,10.566112518310547,0.2602999935498586,0.3331075386435227,0.29997551443992293,0.2259801445638238,0.8188949584960937,0.7595575786772228,15.421525046578608,25.619037808384746,0,0,0.28125,0.21271393643031786,0.4375,0.20048899755501223,0.28125,0.58679706601467,1,-6,-1,30,-0.33175430297851527,-2.2142181396484375,2.4827613830566406,0.0728075450936641,-0.07399536987609914,-0.05933737981887088,10.197512761806138,0,"[0.5662348607421165, 0.2583243613567422, 0.1754407779011413]"
