,Home Team,Away Team,year,league,Home_win,Draw_win,Away_win,HT_results,AT_results
6671,AUGSBURG,HOFFENHEIM,2020,german,0.39195631596648917,0.2820795869912798,0.3259640970422311,"['win', 'lose', 'win', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'win']","['win', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'win', 'lose', 'draw', 'lose', 'draw', 'lose']"
6672,DORTMUND,FRANKFURT,2020,german,0.5241193701243162,0.27956260207163336,0.19631802780405036,"['win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win']","['draw', 'win', 'draw', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'draw', 'lose', 'draw', 'draw', 'lose']"
6673,LEVERKUSEN,SCHALKE,2020,german,0.7725266865878231,0.16027511267970568,0.06719820073247126,"['draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win']","['lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'draw']"
6674,WOLFSBURG,1. FC KÖLN,2020,german,0.7825758208537191,0.13462044404342394,0.08280373510285682,"['draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'draw', 'win', 'draw', 'lose']","['lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'win', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw']"
6675,MAINZ,BIELEFELD,2020,german,0.471461921708319,0.2556969318190059,0.2728411464726751,"['lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose']","['win', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose']"
6676,RB LEIPZIG,BAYERN,2020,german,0.42362851516086364,0.3298996019422993,0.2464718828968372,"['win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'draw', 'win']","['win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'draw']"
6677,M'GLADBACH,FREIBURG,2020,german,0.5835811468434335,0.25267765434695333,0.16374119880961324,"['draw', 'draw', 'win', 'draw', 'win', 'draw', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'draw']","['draw', 'draw', 'lose', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'win']"
6678,STUTTGART,W. BREMEN,2020,german,0.5769953621079189,0.219140582822746,0.2038640550693351,"['lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose']","['lose', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose', 'win']"
6679,UNION BERLIN,HERTHA,2020,german,0.6415900677377538,0.23064357250902945,0.1277663597532167,"['lose', 'win', 'draw', 'win', 'draw', 'draw', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'draw', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'draw', 'win']","['lose', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'lose', 'lose', 'win', 'draw', 'draw', 'lose']"
6680,BIELEFELD,FREIBURG,2020,german,0.3243731827513019,0.24517263219390928,0.43045418505478883,"['win', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win']","['draw', 'draw', 'lose', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'win', 'win']"
6681,BAYERN,UNION BERLIN,2020,german,0.7764089822901779,0.10554695838647483,0.11804405932334737,"['win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'draw', 'win']","['lose', 'win', 'draw', 'win', 'draw', 'draw', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'draw', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'draw', 'win']"
6682,FRANKFURT,WOLFSBURG,2020,german,0.3355513663665296,0.2939528252289102,0.3704958084045602,"['draw', 'win', 'draw', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'draw', 'lose', 'draw', 'draw', 'lose', 'win']","['draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'draw', 'win', 'draw', 'lose', 'lose']"
6683,W. BREMEN,RB LEIPZIG,2020,german,0.19891107377166525,0.24154810749148883,0.5595408187368459,"['lose', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose', 'win']","['win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'draw', 'win', 'win']"
6684,HERTHA,M'GLADBACH,2020,german,0.24538468418445114,0.22956713247376634,0.5250481833417825,"['lose', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'lose', 'lose', 'win', 'draw', 'draw', 'lose']","['draw', 'draw', 'win', 'draw', 'win', 'draw', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win']"
6685,STUTTGART,DORTMUND,2020,german,0.35161736026813634,0.2797829361493707,0.36859970358249294,"['lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose']","['win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose']"
6686,SCHALKE,AUGSBURG,2020,german,0.2338033465123507,0.23302755993187554,0.5331690935557737,"['lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose']","['win', 'lose', 'win', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'win', 'win']"
6687,1. FC KÖLN,MAINZ,2020,german,0.4533237865063106,0.2695670641976017,0.2771091492960877,"['lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'win', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw', 'lose']","['lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'draw']"
6688,HOFFENHEIM,LEVERKUSEN,2020,german,0.27453881127213,0.22627578774128915,0.4991854009865809,"['win', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'win', 'lose']","['draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'lose']"
6689,RB LEIPZIG,HOFFENHEIM,2020,german,0.670711974541531,0.23135308391042106,0.09793494154804788,"['win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw']","['win', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'win', 'lose']"
6690,M'GLADBACH,FRANKFURT,2020,german,0.43282296772990964,0.3059215641970247,0.26125546807306577,"['draw', 'draw', 'win', 'draw', 'win', 'draw', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'draw']","['draw', 'win', 'draw', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'draw', 'lose', 'draw', 'draw', 'lose', 'win', 'win']"
6691,FREIBURG,SCHALKE,2020,german,0.6636162956398796,0.19286777559452395,0.1435159287655964,"['draw', 'draw', 'lose', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'win', 'win', 'lose']","['lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose']"
6692,WOLFSBURG,BAYERN,2020,german,0.40724423260388926,0.2548162378170329,0.3379395295790778,"['draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'draw']","['win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'draw', 'win', 'lose']"
6693,AUGSBURG,BIELEFELD,2020,german,0.5071208648817589,0.310352362312761,0.18252677280548024,"['win', 'lose', 'win', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'win', 'win', 'lose']","['win', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'draw']"
6694,UNION BERLIN,STUTTGART,2020,german,0.5036420999492487,0.26271788479189934,0.23364001525885195,"['lose', 'win', 'draw', 'win', 'draw', 'draw', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'draw', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'draw', 'win', 'lose']","['lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'win']"
6695,LEVERKUSEN,1. FC KÖLN,2020,german,0.6620962472318725,0.1846807702731465,0.15322298249498084,"['draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'lose']","['lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'win', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw', 'lose', 'win']"
6696,DORTMUND,W. BREMEN,2020,german,0.6626756363842513,0.20154811749057813,0.13577624612517056,"['win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win']","['lose', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose', 'win', 'draw']"
6697,MAINZ,HERTHA,2020,german,0.40998709508689113,0.2781900794268232,0.3118228254862857,"['lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'lose']","['lose', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'lose', 'lose', 'win', 'draw', 'draw', 'lose', 'lose']"
6698,1. FC KÖLN,RB LEIPZIG,2020,german,0.19979987969936555,0.15700955170042574,0.6431905686002086,"['lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'win', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'lose']","['win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw', 'lose']"
6699,FRANKFURT,AUGSBURG,2020,german,0.6476317304336733,0.21048164148677842,0.14188662807954824,"['draw', 'win', 'draw', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'draw', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'draw']","['win', 'lose', 'win', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'lose']"
6700,BAYERN,LEVERKUSEN,2020,german,0.6859839874385257,0.2179322750662267,0.09608373749524754,"['win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win']","['draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose']"
6701,BIELEFELD,SCHALKE,2020,german,0.5793689403956469,0.2328322706072939,0.18779878899705915,"['win', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'draw', 'lose']","['lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw']"
6702,DORTMUND,UNION BERLIN,2020,german,0.6028243936687556,0.2057106006897302,0.19146500564151425,"['win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'lose']","['lose', 'win', 'draw', 'win', 'draw', 'draw', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'draw', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'draw', 'win', 'lose', 'lose']"
6703,STUTTGART,WOLFSBURG,2020,german,0.35832320407168766,0.30816213738010695,0.33351465854820544,"['lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose']","['draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'draw', 'win']"
6704,W. BREMEN,MAINZ,2020,german,0.45561043440809157,0.24944221607647366,0.2949473495154347,"['lose', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose', 'win', 'draw', 'lose']","['lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'lose', 'draw']"
6705,HOFFENHEIM,M'GLADBACH,2020,german,0.3429098419787121,0.27652944490699033,0.3805607131142976,"['win', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'win', 'lose', 'win']","['draw', 'draw', 'win', 'draw', 'win', 'draw', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'draw', 'draw']"
6706,HERTHA,FREIBURG,2020,german,0.36094838651567845,0.2821588563263629,0.3568927571579586,"['lose', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'lose', 'lose', 'win', 'draw', 'draw', 'lose', 'lose', 'draw']","['draw', 'draw', 'lose', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'win', 'win', 'lose', 'lose']"
6707,AUGSBURG,1. FC KÖLN,2020,german,0.53677723049239,0.21628389150881452,0.2469388779987955,"['win', 'lose', 'win', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'lose']","['lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'lose', 'lose', 'draw', 'win', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'lose']"
6708,FREIBURG,HOFFENHEIM,2020,german,0.45825336841100206,0.3281228694368574,0.2136237621521405,"['draw', 'draw', 'lose', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'win', 'win', 'lose', 'lose', 'draw']","['win', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'win', 'lose', 'win', 'lose']"
6709,WOLFSBURG,DORTMUND,2020,german,0.4690720750992093,0.3093467452289478,0.22158117967184301,"['draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'draw', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'draw', 'win', 'win']","['win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'lose']"
6710,MAINZ,BAYERN,2020,german,0.18713278824816296,0.16866207964256147,0.6442051321092755,"['lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'lose', 'draw', 'win']","['win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'win']"
6711,UNION BERLIN,W. BREMEN,2020,german,0.55833662554511,0.21534884351714542,0.2263145309377447,"['lose', 'win', 'draw', 'win', 'draw', 'draw', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'draw', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'draw', 'win', 'lose', 'lose', 'lose']","['lose', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose', 'win', 'draw', 'lose', 'win']"
6712,LEVERKUSEN,FRANKFURT,2020,german,0.37961843037642645,0.2766162723697414,0.3437652972538322,"['draw', 'win', 'win', 'draw', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose', 'lose']","['draw', 'win', 'draw', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'draw', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'draw', 'win']"
6713,RB LEIPZIG,STUTTGART,2020,german,0.6625029757878956,0.23009765909070345,0.10739936512140083,"['win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw', 'lose', 'win']","['lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose']"
6714,M'GLADBACH,BIELEFELD,2020,german,0.5710482976083561,0.25161784212450716,0.1773338602671368,"['draw', 'draw', 'win', 'draw', 'win', 'draw', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'draw', 'draw', 'draw']","['win', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'draw', 'lose', 'draw']"
6715,SCHALKE,HERTHA,2020,german,0.25592643168540025,0.2874350299955302,0.45663853831906964,"['lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw']","['lose', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'draw', 'draw', 'win', 'lose', 'lose', 'win', 'draw', 'draw', 'lose', 'lose', 'draw', 'lose']"
6716,STUTTGART,AUGSBURG,2020,german,0.5151098371685298,0.25571193390390606,0.22917822892756418,"['lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose']","['win', 'lose', 'win', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'lose', 'lose']"
6717,HOFFENHEIM,SCHALKE,2020,german,0.6273942689168954,0.21749918510860197,0.15510654597450255,"['win', 'lose', 'lose', 'draw', 'win', 'lose', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'win', 'lose', 'win', 'lose']","['lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw']"
6718,DORTMUND,RB LEIPZIG,2020,german,0.3111182499573309,0.21712474448862729,0.4717570055540419,"['win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'lose', 'lose']","['win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'draw', 'win', 'win', 'draw', 'lose', 'win', 'win']"
